1.574382	322.20697	322.205233	322.014983	322.013247	
1.58092	322.207899	322.205233	322.015912	322.013247	
1.590787	322.209982	322.205233	322.017996	322.013247	
1.600889	322.212736	322.205233	322.02075	322.021974	
1.611008	322.21611	322.205233	322.024124	322.021974	
1.621187	322.220128	322.205233	322.028141	322.021974	
1.631315	322.224738	322.205233	322.032752	322.021974	
1.641404	322.22994	322.205233	322.037954	322.0307	
1.651555	322.235796	322.205233	322.04381	322.0307	
1.661672	322.242247	322.21396	322.050261	322.0307	
1.671826	322.249337	322.21396	322.05735	322.0307	
1.682531	322.257521	322.21396	322.065535	322.0307	
1.692508	322.265718	322.222687	322.073732	322.0307	
1.702626	322.274653	322.222687	322.082666	322.0307	
1.71279	322.284251	322.222687	322.092265	322.0307	
1.723263	322.294812	322.231413	322.102826	322.0307	
1.733016	322.305187	322.231413	322.113201	322.0307	
1.743129	322.316575	322.24014	322.124589	322.0307	
1.753259	322.328599	322.248866	322.136613	322.0307	
1.763472	322.341357	322.257593	322.149371	322.0307	
1.77349	322.35446	322.257593	322.162473	322.0307	
1.78373	322.368496	322.275046	322.176509	322.0307	
1.793928	322.383077	322.275046	322.191091	322.0307	
1.803942	322.398007	322.2925	322.20602	322.0307	
1.814067	322.413718	322.301226	322.221732	322.0307	
1.824524	322.430618	322.309953	322.238632	322.0307	
1.834305	322.446964	322.327406	322.254977	322.039427	
1.844421	322.464507	322.336133	322.272521	322.048154	
1.854554	322.482693	322.34486	322.290707	322.065607	
1.864695	322.501512	322.362313	322.309526	322.074334	
1.874802	322.520883	322.379766	322.328896	322.091787	
1.885035	322.541129	322.397219	322.349143	322.10924	
1.895119	322.561672	322.405946	322.369685	322.126693	
1.905302	322.583049	322.423399	322.391063	322.144147	
1.915413	322.604878	322.440853	322.412892	322.170327	
1.925847	322.628088	322.458306	322.436102	322.18778	
1.935641	322.650414	322.467033	322.458428	322.21396	
1.945811	322.674236	322.493213	322.48225	322.24014	
1.955898	322.698469	322.510666	322.506483	322.257593	
1.966001	322.723374	322.528119	322.531387	322.283773	
1.97616	322.749012	322.545572	322.557026	322.309953	
1.986368	322.775424	322.571752	322.583438	322.336133	
1.996451	322.802085	322.589206	322.610098	322.362313	
2.00657	322.829461	322.615386	322.637474	322.397219	
2.016754	322.857668	322.641566	322.665681	322.423399	
2.027284	322.887483	322.667745	322.695497	322.449579	
2.037302	322.916441	322.693925	322.724454	322.484486	
2.047459	322.946426	322.728832	322.75444	322.510666	
2.057575	322.9769	322.763739	322.784914	322.545572	
2.06767	323.007925	322.789919	322.815939	322.571752	
2.077839	323.039807	322.824825	322.84782	322.606659	
2.088039	323.072424	322.859732	322.880438	322.641566	
2.098162	323.105365	322.894638	322.913378	322.676472	
2.108281	323.138923	322.938271	322.946937	322.711379	
2.118365	323.172984	322.973178	322.980998	322.737559	
2.128589	323.20815	323.008085	323.016164	322.781192	
2.138677	323.243451	323.051718	323.051465	322.816098	
2.1488	323.279483	323.086624	323.087497	322.851005	
2.15894	323.316204	323.130258	323.124218	322.885912	
2.169042	323.353395	323.165164	323.161409	322.929545	
2.179255	323.391647	323.217524	323.199661	322.964451	
2.189395	323.430218	323.252431	323.238231	323.008085	
2.199544	323.469433	323.296064	323.277447	323.042991	
2.209668	323.509169	323.339697	323.317183	323.086624	
2.219749	323.549342	323.38333	323.357355	323.130258	
2.229933	323.590566	323.426964	323.39858	323.165164	
2.240068	323.632194	323.46187	323.440208	323.208798	
2.250247	323.674631	323.51423	323.482645	323.252431	
2.260328	323.717265	323.549137	323.525279	323.304791	
2.270436	323.760628	323.601497	323.568642	323.348424	
2.280667	323.805159	323.64513	323.613173	323.392057	
2.291103	323.851256	323.688763	323.65927	323.444417	
2.300902	323.895043	323.732396	323.703057	323.48805	
2.31102	323.940918	323.77603	323.748932	323.531683	
2.321126	323.987336	323.828389	323.79535	323.584043	
2.331359	324.034994	323.872023	323.843007	323.636403	
2.341392	324.082289	323.915656	323.890303	323.680036	
2.351549	324.130812	323.968016	323.938825	323.732396	
2.361706	324.179958	324.011649	323.987972	323.784756	
2.371779	324.229285	324.064009	324.037298	323.837116	
2.381994	324.279947	324.107642	324.087961	323.880749	
2.392184	324.331143	324.160002	324.139157	323.933109	
2.402275	324.382374	324.212362	324.190388	323.985469	
2.412429	324.434591	324.264722	324.242605	324.037829	
2.422534	324.487179	324.317082	324.295192	324.090189	
2.43267	324.540523	324.369441	324.348537	324.142549	
2.442818	324.594544	324.421801	324.402558	324.194909	
2.45294	324.649046	324.474161	324.457059	324.247268	
2.463051	324.704117	324.526521	324.512131	324.299628	
2.473189	324.759943	324.578881	324.567957	324.351988	
2.483351	324.816532	324.631241	324.624546	324.404348	
2.49554	324.885413	324.692327	324.693427	324.474161	
2.503592	324.931125	324.744687	324.739138	324.509068	
2.513699	324.989218	324.805774	324.797231	324.570154	
2.523879	325.048372	324.858134	324.856385	324.631241	
2.534369	325.110009	324.91922	324.918023	324.683601	
2.544118	325.167812	324.980307	324.975826	324.735961	
2.554271	325.228666	325.032667	325.03668	324.797047	
2.564355	325.289696	325.093753	325.09771	324.858134	
2.574467	325.351516	325.15484	325.159529	324.910494	
2.584637	325.414356	325.215926	325.22237	324.97158	
2.59482	325.477894	325.277013	325.285908	325.032667	
2.604911	325.541365	325.338099	325.349378	325.10248	
2.615012	325.605587	325.399186	325.413601	325.15484	
2.625189	325.670955	325.468999	325.478969	325.224653	
2.646789	325.813132	325.530085	325.621145	325.355553	
2.651167	325.841799	325.626079	325.649813	325.381732	
